cf,denominazione,sito,categoria,trovata,metodo,url,errore
01886791209,APT SERVIZI SOCIETA' A RESPONSABILITA' LIMITATA,https://www.aptservizi.com,controllo_pubblico,SI,link_in_homepage,https://aptservizi.portaletrasparenza.net/,
01964100380,AREA IMPIANTI S.P.A.,http://www.areaimpianti.net,controllo_pubblico,SI,redirect,http://www.areaimpianti.net/amministrazione-trasparente,
02805390214,ALTO ADIGE RISCOSSIONI SPA % SUEDTIROLER EINZUGSDIENSTE AG,https://www.altoadigeriscossioni.it,controllo_pubblico,NO,,,
01422820421,ANCONAMBIENTE S.P.A.,https://www.anconambiente.it,controllo_pubblico,SI,link_in_homepage,https://anconambiente.portaletrasparenza.net,
01938950514,AREZZO MULTISERVIZI S.R.L.,https://www.arezzomultiservizi.it,controllo_pubblico,SI,link_in_homepage,https://www.arezzomultiservizi.it/trasparenza/?idcat=11,
04797200823,AMAP SPA,https://www.amapspa.it,controllo_pubblico,NO,,,timeout
02280810348,AREA STAZIONE - SOCIETA' DI TRASFORMAZIONE URBANA - S.P.A. IN    LIQUIDAZIONE,https://www.sttholding.com,controllo_pubblico,SI,link_in_homepage,https://www.sttholding.com/ammnistrazione-trasparente.html,
03704200652,ARECHI MULTISERVICE S.P.A.,https://www.arechimultiservice.it,controllo_pubblico,SI,link_in_homepage,https://www.arechimultiservice.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1773055026,
15483121008,ANCI DIGITALE SOCIETA' PER AZIONI,https://www.ancidigitale.it,controllo_pubblico,NO,,,
07468440966,AREXPO S.P.A.,https://www.principiaspa.com,controllo_pubblico,SI,link_in_homepage,https://www.principiaspa.com/societa-trasparente/,
01474680418,ASET S.P.A.,https://www.asetservizi.it,controllo_pubblico,SI,path_diretto,https://www.asetservizi.it/amministrazione-trasparente,
04939590727,AMIU SPA,https://www.amiutrani.it,controllo_pubblico,NO,,,timeout
96029620067,ALEXALA - AGENZIA DI ACCOGLIENZA E PROMOZIONE TURISTICA LOCALE   DELLA PROVINCIA DI ALESSANDRIA SOCIETA' CONSORTILE A RESPONSABILITA' LIMITATA,https://www.alexala.it,controllo_pubblico,SI,redirect,https://www.alexala.it/amministrazione-trasparente/,
01052230461,ASCIT SERVIZI AMBIENTALI SOCIETA' PER AZIONI,https://www.ascit.it,controllo_pubblico,SI,link_in_homepage,https://ascit.portaletrasparenza.net/,
02153930686,ARAP SERVIZI SRL,https://www.arapservizi.it,controllo_pubblico,NO,,,
03167510365,AS RETIGAS S.R.L.,https://www.asretigas.it,controllo_pubblico,SI,link_in_homepage,https://www.asretigas.it/societa-trasparente/,
00828601203,AREA BLU S.P.A.,https://www.areablu.com,controllo_pubblico,SI,link_in_homepage,https://areablu.trasparenza-valutazione-merito.it/web/trasparenza/dettaglio-trasparenza?p_p_id=jcitygovmenutrasversaleleftcolumn_war_jcitygovalbiportlet&amp;p_p_lifecycle=0&amp;p_p_state=normal&amp;p_p_mode=view&amp;p_p_col_id=column-2&amp;p_p_col_count=1&amp;_jcitygovmenutrasversaleleftcolumn_war_jcitygovalbiportlet_current-page-parent=34702&amp;_jcitygovmenutrasversaleleftcolumn_war_jcitygovalbiportlet_current-page=34703,
01037490297,ASM ROVIGO S.P.A.,https://www.asmrovigo.it,controllo_pubblico,SI,link_in_homepage,https://www.asmrovigo.it/societa-trasparente/,
03973800877,ASEC TRADE S.R.L.,https://www.asectrade.it,controllo_pubblico,SI,redirect,https://www.asectrade.it/amministrazione-trasparente,
01471630184,ASM VIGEVANO E LOMELLINA SPA,https://www.asmvigevano.it,controllo_pubblico,SI,link_in_homepage,https://www.asmvigevano.it/societa-trasparente/,
02524850217,ARA PUSTERIA SPA % ARA PUSTERTAL AG,https://www.arapustertal.it,controllo_pubblico,NO,,,
12236141003,ASMEL CONSORTILE SOC. CONS. A R.L.,https://www.asmecomm.it,controllo_pubblico,SI,link_in_homepage,http://trasparenza.asmecomm.it/,
02660190139,ASF AUTOLINEE - S.R.L.,https://www.asfautolinee.it,controllo_pubblico,SI,link_in_homepage,https://asfautolinee.portaletrasparenza.net/,
03860240286,APS HOLDING S.P.A.,https://www.apsholding.it,controllo_pubblico,NO,,,timeout
05166621218,ASMENET SOC. CONS. A R. L.,https://www.asmenet.it,controllo_pubblico,SI,link_in_homepage,società trasparente,
02729450797,ASMENET CALABRIA SOC. CONS. A R.L.,https://www.asmenetcalabria.it,controllo_pubblico,SI,link_in_homepage,società trasparente,
02478220185,ASMARE S.R.L.,https://www.asmortara.eu,controllo_pubblico,SI,redirect,https://www.asmortara.eu/amministrazione-trasparente,
00660130451,ASMIU S.R.L.,https://www.asmiu.it,controllo_pubblico,SI,link_in_homepage,https://www.asmiu.it/societa-trasparente/,
02229310186,ASMia S.R.L.,https://www.asmortara.eu,controllo_pubblico,SI,redirect,https://www.asmortara.eu/amministrazione-trasparente,
00999770522,ARBIA SERVIZI SRL,https://www.arbiaservizi.com,controllo_pubblico,NO,,,timeout
01435010192,ASPM SERVIZI AMBIENTALI S.R.L.,https://www.aspmambientale.it,controllo_pubblico,SI,link_in_homepage,https://aspmserviziambientali.trasparenza.amministrazioniweb.it/,
94020500032,ASSA S.P.A.,https://www.assanovara.it,controllo_pubblico,SI,link_in_homepage,https://assanovara.trasparenzarifiuti.it/,
01501460438,ASTEA S.P.A.,https://www.asteaspa.it,controllo_pubblico,SI,link_in_homepage,https://www.asteaspa.it/amministrazione-trasparente/,
03091371215,ASM MULTISERVIZI S.P.A.,https://www.asmpomigliano.it,controllo_pubblico,NO,,,
02071790204,ASTER AGENZIA SERVIZI AL TERRITORIO S.R.L.,https://www.aster.mn.it,controllo_pubblico,SI,link_in_homepage,https://www.aster.mn.it/amministrazione-trasparente,
01222260117,ATC ESERCIZIO SPA,https://www.atcesercizio.it,controllo_pubblico,SI,link_in_homepage,https://www.atcesercizio.it/amministrazione-trasparente/,
01423690419,ASPES S.P.A.,https://www.aspes.it,controllo_pubblico,SI,link_in_homepage,https://www.aspes.it/societa-trasparente/,
01349510436,ATAC CIVITANOVA SPA,https://www.atac-civitanova.it,controllo_pubblico,SI,link_in_homepage,https://www.atac-civitanova.it/azienda/amministrazione-trasparente/?a=bilanci,
00188590939,ATAP SPA,https://www.atap.pn.it,controllo_pubblico,SI,redirect,https://www.atap.pn.it/amministrazione-trasparente,
80032380653,AUSINO - S.P.A.  SERVIZI IDRICI INTEGRATI,https:www.ausino.it,controllo_pubblico,NO,,,unknown url type: '/www.ausino.it'
02797220163,ATENEO BERGAMO - S.P.A.,https://www.unibg.it/ateneo-bergamo-spa,controllo_pubblico,SI,link_in_homepage,https://www.unibg.it/ateneo-bergamo-spa/ateneo-bergamo-spa/societa-trasparente/bandi-gara,
02485010165,ATB AGENZIA DELLA MOBILITA' S.P.A.                               CON SIGLA                                                                       ATB MOBILITA' S.P.A.,https://www.atb.bergamo.it,controllo_pubblico,SI,link_in_homepage,https://www.atb.bergamo.it/il-gruppo/societa-trasparente,
01781060510,AREZZO CASA S.P.A.,https://www.arezzocasa.net,controllo_pubblico,SI,link_in_homepage,https://www.arezzocasa.net/societa_trasparente/,
01717730210,ASM BRESSANONE S.P.A. % STADTWERKE BRIXEN AG,https://www.asmb.it,controllo_pubblico,NO,,,
01449520426,ASECO S.P.A.,https://www.asecospa.com,controllo_pubblico,NO,,,timeout
02391080344,AUTHORITY - SOCIETA' DI TRASFORMAZIONE URBANA S.P.A.             IN LIQUIDAZIONE,https://www.sttholding.com,controllo_pubblico,SI,link_in_homepage,https://www.sttholding.com/ammnistrazione-trasparente.html,
84002020273,ATVO S.P.A.,https://www.atvo.it,controllo_pubblico,SI,link_in_homepage,https://www.atvo.it/amministrazione-trasparente,
01663680856,ATO AMBIENTE CL2 S.P.A.,https://www.atoambiente-cl2.it,controllo_pubblico,SI,link_in_homepage,https://trasparenza.atoambiente-cl2.it/,
01221700881,ATO RAGUSA AMBIENTE S.P.A. SOCIETA' IN LIQUIDAZIONE,https://www.atoragusambiente.it,controllo_pubblico,SI,redirect,https://www.atoragusambiente.it/amministrazione-trasparente,
92015260141,AZIENDA DI PROMOZIONE E SVILUPPO TURISTICO DI LIVIGNO S.R.L.     (IN ACRONIMO 'A.P.T. S.R.L.'),https://www.livigno.eu,controllo_pubblico,SI,link_in_homepage,https://www.livigno.eu/amministrazione-trasparente,
01844920221,AZIENDA AMBIENTE S.R.L.,https://www.aziendaambiente.it,controllo_pubblico,NO,,,connessione_rifiutata
03159730641,AZIENDA COMUNALE MULTISERVIZI S.R.L.,https://www.acmatripalda.it,controllo_pubblico,SI,link_in_homepage,https://www.acmatripalda.it/amministrazione-trasparente/,
02680950835,ATO ME 3 S.P.A.,http://www.atome3.it,controllo_pubblico,NO,,,connessione_rifiutata
00268520657,ASIS SALERNITANA RETI E IMPIANTI - S.P.A,https://www.asisnet.it,controllo_pubblico,NO,,,timeout
80012250041,AZIENDA CUNEESE DELL'ACQUA - SOCIETA'  PER AZIONI                SIGLABILE 'A.C.D.A. S.P.A.',https://www.acda.it,controllo_pubblico,SI,link_in_homepage,https://www.acda.it/adempimenti-relativi-al-decreto-trasparenza/,
00091920694,AUTOSERVIZI CERELLA S.R.L.,https://www.autoservizicerella.it,controllo_pubblico,SI,redirect,https://www.autoservizicerella.it/amministrazione-trasparente,
80019800236,AZIENDA GARDESANA SERVIZI S.P.A. IN BREVE A.G.S. S.P.A.,https://www.ags.vr.it,controllo_pubblico,SI,link_in_homepage,https://www.ags.vr.it/societa-trasparente,
01579450220,AZIENDA INTERCOMUNALE ROTALIANA SOCIETA' PER AZIONI - SOCIETA'   BENEFIT IN FORMA ABBREVIATA 'AIR S.P.A. - SOCIETA' BENEFIT',https://www.airspa.it,controllo_pubblico,SI,link_in_homepage,https://www.airspa.it/societa-trasparente,
00791350150,AZIENDA FARMACIE COMUNALI LODI S.R.L.,https://afclodi.it,controllo_pubblico,SI,link_in_homepage,https://amministrazionetrasparente.afclodi.it/selezione-del-personale/reclutamento-del-personale/,
01812230223,AZIENDA MULTISERVIZI AMBIENTE S.P.A.,https://www.amambiente.it,controllo_pubblico,SI,link_in_homepage,https://amambiente.portaletrasparenza.net/it/trasparenza/selezione-del-personale/reclutamento-del-personale/bandi-e-avvisi-di-selezione-per-i-quali-e-possibile-presentare-domanda-di-partecipazione.html,
01470000504,AUXILIUM VITAE  VOLTERRA - S.P.A.,https://www.auxiliumvitae.it,controllo_pubblico,SI,link_in_homepage,https://www.auxiliumvitae.it/societa-trasparente/,
01219810445,AZIENDA MULTI SERVIZI S.P.A. (IN SIGLA A.M.S. S.P.A.),https://www.sbt.it,controllo_pubblico,SI,link_in_homepage,https://www.sbt.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1782106442,
01180670091,AZIENDA MULTISERVIZI ANDORA S.R.L. SIGLABILE A.M.A. S.R.L.,https://www.amandora.it,controllo_pubblico,SI,link_in_homepage,https://www.amandora.it/amministrazione-trasparente/,
06010490727,AZIENDA MOBILITA' E TRASPORTI BARI S.P.A. IN SIGLA 'AMTAB S.P.A.',https://www.amtab.it,controllo_pubblico,SI,redirect,https://www.amtab.it/amministrazione-trasparente,
00115370553,AZIENDA MULTISERVIZI AMERINO-NARNESE-A.M.A.N. S.C.P.A.,https://www.amanscpa.it,controllo_pubblico,SI,link_in_homepage,https://amanscpa.portaletrasparenza.net/,
01142420056,ASTI SERVIZI PUBBLICI S.P.A. O IN FORMA ABBREVIATA  A.S.P. S.P.A.,https://www.asp.asti.it,controllo_pubblico,SI,redirect,https://www.asp.asti.it/amministrazione-trasparente,
08558150150,AUTOSTRADA PEDEMONTANA LOMBARDA SOCIETA' PER AZIONI,https://www.pedemontana.com,controllo_pubblico,SI,redirect,https://www.pedemontana.com/societa-trasparente,
03818890109,AZIENDA MULTISERVIZI E D'IGIENE URBANA GENOVA S.P.A.-IN FORMA    ABBREVIATA A.M.I.U.GENOVA S.P.A.,https://www.amiu.genova.it,controllo_pubblico,SI,link_in_homepage,https://trasparenza.amiu.genova.it/,
01413790666,AZIENDA FARMACEUTICA MUNICIPALIZZATA S.P.A. ABBREVIATO A.F.M.    S.P.A.,https://www.afmlaquila.it,controllo_pubblico,SI,link_in_homepage,amministrazione trasparente,
01300290192,ASPM SORESINA SERVIZI S.R.L.,https://solregina.it,controllo_pubblico,NO,,,timeout
02737960233,AZIENDA MULTISERVIZI DI IGIENE AMBIENTALE DI VERONA S.P.A.       ABBREVIATA IN 'AMIA VERONA S.P.A.',https://www.amiavr.it,controllo_pubblico,SI,link_in_homepage,http://trasparenza.amiavr.it/trasparenza,
01665600852,ATO AMBIENTE CL1 S.P.A. IN LIQUIDAZIONE,https://www.atoambientecl1.it,controllo_pubblico,NO,,,
01164640094,ATA S.P.A.,https://www.ataspa.it,controllo_pubblico,NO,,,timeout
01830160063,AZIENDA MULTIUTILITY ACQUA GAS S.P.A.,https://www.gruppoamag.it,controllo_pubblico,SI,link_in_homepage,https://www.gruppoamag.it/societa-trasparente/,
02979860273,AZIENDA MULTISERVIZI ECONOMICI SOCIALI S.P.A. - A.M.E.S. S.P.A.,https://www.amesvenezia.it,controllo_pubblico,SI,link_in_homepage,https://amesvenezia.portaletrasparenza.net/it/trasparenza/selezione-del-personale/reclutamento-del-personale/bandi-e-avvisi-di-selezione-per-i-quali-e-possibile-presentare-domanda-di-partecipazione.html#overlay-context=node/130,
06937950639,AZIENDA NAPOLETANA MOBILITA' S.P.A. IN SIGLA 'ANM S.P.A.',https://www.anm.it,controllo_pubblico,SI,redirect,https://www.anm.it/amministrazione-trasparente/,
05487980723,AZIENDA MUNICIPALE IGIENE URBANA PUGLIA S.P.A.,https://www.amiupuglia.it,controllo_pubblico,SI,link_in_homepage,https://amiupuglia.contrasparenza.it/trasparenza/,
00505830315,AZIENDA PROVINCIALE TRASPORTI S.P.A.,https://www.aptgorizia.it,controllo_pubblico,SI,link_in_homepage,https://www.aptgorizia.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1769593127,
03035810351,"AZIENDA REGGIANA PER LA CURA DELL'ACQUA S.R.L., ABBREVIABILE IN  'ARCA S.R.L.'",https://www.arcareggio.it,controllo_pubblico,SI,link_in_homepage,https://www.arcareggio.it/societa-trasparente.html,
05445891004,AZIENDA MUNICIPALE AMBIENTE S.P.A. ROMA IN FORMA ABBREVIATA 'AMA S.P.A',https://www.amaroma.it,controllo_pubblico,NO,,,
96006460768,AZIENDA PER LA CURA E LA TUTELA DELL'AMBIENTE S.P.A.,https://www.actapotenza.it,controllo_pubblico,SI,link_in_homepage,https://actaspa.etrasparenza.it/,
02409320716,AZIENDA SERVIZI ECOLOGICI SPA SIGLABILE IN ASE SPA,https://www.asemanfredonia.it,controllo_pubblico,SI,link_in_homepage,https://www.asemanfredonia.it/wp-content/plugins/amministrazione-trasparente/includes/css/gutenberg-page-widget.css?ver=1756452059,
00313590374,AUTOSTAZIONE DI BOLOGNA S.R.L.,https://www.autostazionebo.it,controllo_pubblico,NO,,,
02381870985,AZIENDA SERVIZI FARMACEUTICI S.R.L. - A.S.F. S.R.L.,https://www.asfbrescia.it,controllo_pubblico,SI,link_in_homepage,https://www.asfbrescia.it/amministrazione-trasparente/,
02161810797,AZIENDA PER LA MOBILITA' DELLA CITTA' DI CATANZARO - S.P.A.      IN FORMA ABBREVIATA 'A.M.C. - S.P.A.',https://www.amcspa.it,controllo_pubblico,NO,,,
07494740637,AZIENDA SERVIZI IGIENE AMBIENTALE - NAPOLI S.P.A. IN FORMA ABBREVIATA A.S.I.A.-NAPOLI S.P.A.,https://www.asianapoli.it,controllo_pubblico,SI,link_in_homepage,https://asianapoli.portaletrasparenza.net/,
02736240132,AZIENDA PER I SERVIZI ALLA PERSONA GIAN LUIGI PANZERI - S.R.L.,https://www.aspmozzate.it,controllo_pubblico,NO,,,connessione_rifiutata
90024440571,AZIENDA SERVIZI MUNICIPALI RIETI S.P.A. (IN FORMA ABBREVIATA ASM RIETI S.P.A.),https://www.asmrieti.it,controllo_pubblico,SI,link_in_homepage,https://www.asmrieti.it/index.php/azienda/amministrazione-trasparente,
91015980062,AZIENDA MULTISERVIZI CASALESE S.P.A.                             E PIU' BREVEMENTE A.M.C. S.P.A,https://www.amcasale.it,controllo_pubblico,NO,,,
01932570185,AZIENDA SERVIZI MORTARA S.P.A. IN FORMA ABBREVIATA A.S.MORTARA   S.P.A.,https://www.asmortara.eu,controllo_pubblico,SI,redirect,https://www.asmortara.eu/amministrazione-trasparente,
05396790726,AZIENDA SERVIZI MUNICIPALIZZATI S.R.L.,http://www.asmmolfetta.it,controllo_pubblico,SI,redirect,http://www.asmmolfetta.it/amministrazione-trasparente,
10565220158,AZIENDA SERVIZI MUNICIPALIZZATI S.R.L.,https://www.asmcodogno.it,controllo_pubblico,SI,link_in_homepage,https://www.asmcodogno.it/societa-trasparente/,
01683140220,AZIENDA MUNICIPALE SVILUPPO ARCO S.R.L.,https://www.amsaarco.it,controllo_pubblico,NO,,,
06341981006,AZIENDA PER LA MOBILITA' DI ROMA CAPITALE SOCIETA' PER AZIONI,https://www.atac.roma.it,controllo_pubblico,SI,redirect,https://www.atac.roma.it/amministrazione-trasparente,
03376720177,AZIENDA SERVIZI TERRITORIALI S.R.L.,https://www.aziendaserviziterritoriali.com,controllo_pubblico,NO,,,connessione_rifiutata
01534180763,AZIENDA SERVIZI TERRITORIO ENERGIA AMBIENTE MULTISERVIZI-SOCIETA'A RESPONSABILITA' LIMITATA PIU' BREVEMENTE IDENTIFICATA CON L'ACRONIMO DI       A.S.T.E.A. MULTISERVIZI - S.R.L. OVVERO ASTEA MULTISERVIZI S.R.L.,https://www.asteamultiservizi.it,controllo_pubblico,SI,link_in_homepage,societ� trasparente,
05491170725,AZIENDA MUNICIPALE GAS S.P.A.,https://www.retegasbari.it,controllo_pubblico,SI,link_in_homepage,https://retegasbari.portaletrasparenza.net/,
82004950901,AZIENDA SERVIZI PUBBLICI OLBIA S.P.A. IN SIGLA A.S.P.O. S.P.A.,https://www.aspo.it,controllo_pubblico,SI,link_in_homepage,"{""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""webpage"",""@id"":""https:\/\/www.aspo.it\/"",""url"":""https:\/\/www.aspo.it\/"",""name"":""aspo trasporto pubblico olbia"",""ispartof"":{""@id"":""https:\/\/www.aspo.it\/#website""},""about"":{""@id"":""https:\/\/www.aspo.it\/#organization""},""primaryimageofpage"":{""@id"":""https:\/\/www.aspo.it\/#primaryimage""},""image"":{""@id"":""https:\/\/www.aspo.it\/#primaryimage""},""thumbnailurl"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2024\/01\/scarica-orario.png"",""datepublished"":""2017-03-29t14:18:31+00:00"",""datemodified"":""2026-01-02t08:16:11+00:00"",""description"":""traporto pubblico olbia, servizi, parcheggi olbia, società trasparente, app aspo, viaggiare per olbia, mappa linee della città"",""breadcrumb"":{""@id"":""https:\/\/www.aspo.it\/#breadcrumb""},""inlanguage"":""it-it"",""potentialaction"":[{""@type"":""readaction"",""target"":[""https:\/\/www.aspo.it\/""]}]},{""@type"":""imageobject"",""inlanguage"":""it-it"",""@id"":""https:\/\/www.aspo.it\/#primaryimage"",""url"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2024\/01\/scarica-orario.png"",""contenturl"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2024\/01\/scarica-orario.png"",""width"":227,""height"":222},{""@type"":""breadcrumblist"",""@id"":""https:\/\/www.aspo.it\/#breadcrumb"",""itemlistelement"":[{""@type"":""listitem"",""position"":1,""name"":""home""}]},{""@type"":""website"",""@id"":""https:\/\/www.aspo.it\/#website"",""url"":""https:\/\/www.aspo.it\/"",""name"":""aspo"",""description"":""azienda di trasporto pubblico locale a olbia"",""publisher"":{""@id"":""https:\/\/www.aspo.it\/#organization""},""potentialaction"":[{""@type"":""searchaction"",""target"":{""@type"":""entrypoint"",""urltemplate"":""https:\/\/www.aspo.it\/?s={search_term_string}""},""query-input"":{""@type"":""propertyvaluespecification"",""valuerequired"":true,""valuename"":""search_term_string""}}],""inlanguage"":""it-it""},{""@type"":""organization"",""@id"":""https:\/\/www.aspo.it\/#organization"",""name"":""aspo"",""url"":""https:\/\/www.aspo.it\/"",""logo"":{""@type"":""imageobject"",""inlanguage"":""it-it"",""@id"":""https:\/\/www.aspo.it\/#\/schema\/logo\/image\/"",""url"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2021\/04\/logo_aspo_.png"",""contenturl"":""https:\/\/www.aspo.it\/wp-content\/uploads\/2021\/04\/logo_aspo_.png"",""width"":150,""height"":150,""caption"":""aspo""},""image"":{""@id"":""https:\/\/www.aspo.it\/#\/schema\/logo\/image\/""}}]}",
01210650436,AZIENDA SAN SEVERINO MARCHE  S.P.A.(PIU' BREVEMENTE A.S.SE.M. S.P.A.),https://www.assemspa.it,controllo_pubblico,NO,,,
01396160291,AZIENDA SERVIZI STRUMENTALI S.R.L.,https://www.as2srl.it,controllo_pubblico,SI,link_in_homepage,https://www.as2srl.it/societa-trasparente,
02671580542,AZIENDA SERVIZI SPOLETO S.R.L.,https://www.asespoleto.it,controllo_pubblico,SI,redirect,https://www.asespoleto.it/amministrazione-trasparente,
01526780216,AZIENDA SERVIZI MUNICIPALIZZATI MERANO SPA,https://www.swmeran.it,controllo_pubblico,NO,,,
02315031001,AZIENDA SERVIZI PUBBLICI S.P.A.,https://www.asp-spa.it,controllo_pubblico,SI,link_in_homepage,https://asp-spa.portaletrasparenza.net/,
03573940834,AZIENDA TRASPORTI MESSINA S.P.A.,https://www.atmmessinaspa.it,controllo_pubblico,SI,link_in_homepage,https://www.atmmessinaspa.it/trasparenza.php,
05017630152,"AZIENDA REGIONALE PER L'INNOVAZIONE E GLI ACQUISTI S.P.A., IN    BREVE 'ARIA S.P.A.'",https://www.ariaspa.it,controllo_pubblico,NO,,,
04288531215,AZIENDA MULTISERVIZI CASAMICCIOLA S.R.L.,https://www.amcasrl.it,controllo_pubblico,NO,,,
07244131004,AZIENDA STRADE LAZIO - ASTRAL S.P.A,https://www.astralspa.it,controllo_pubblico,SI,link_in_homepage,https://www.astralspa.it/amministrazione-trasparente/,
80008110621,AZIENDA SERVIZI IGIENE AMBIENTALE (ASIA) - BENEVENTO - SPA,https://www.asiabenevento.it,controllo_pubblico,NO,,,
00110790821,AZIENDA SICILIANA TRASPORTI SPA A SOCIO UNICO,https://www.astsicilia.it,controllo_pubblico,SI,link_in_homepage,https://www.astsicilia.it/trasparenza/,
04764940658,BELLOSGUARDO SERVIZI S.R.L.,https://www.comune.bellosguardo.sa.it,controllo_pubblico,SI,link_in_homepage,http://asmez.halley.it/c065015/zf/index.php/trasparenza/index/index/categoria/184,
07319600016,BEINASCO SERVIZI S.R.L.,https://www.beinascoservizi.it,controllo_pubblico,SI,link_in_homepage,https://www.beinascoservizi.it/category/obblighi_di_trasparenza/,
05064840969,AZIENDA TERRITORIALE ENERGIA E SERVIZI - A.T.E.S. S.R.L.,https://www.atesenergia.it,controllo_pubblico,SI,link_in_homepage,https://www.atesenergia.it/societa-trasparente/,
01210690432,AZIENDA SPECIALIZZATA SETTORE MULTISERVIZI SPA,https://www.assm.it,controllo_pubblico,SI,link_in_homepage,https://www.assm.it/amministrazione-trasparente/,
02021620063,AZIENDA RIFIUTI ALESSANDRINA S.P.A. SIGLABILE OVE CONSENTITO IN  A.R.AL. S.P.A.,https://www.aralspa.it,controllo_pubblico,SI,redirect,https://www.aralspa.it/amministrazione-trasparente,
05577300725,BARLETTA SERVIZI AMBIENTALI S.P.A. ABBREVIATA 'BAR.S.A. S.P.A.',https://www.barsa.it,controllo_pubblico,SI,link_in_homepage,https://trasparenza.parsec326.it/en/web/bar.s.a-s.p.a./amministrazione-trasparente,
00971870258,BIM GESTIONE SERVIZI PUBBLICI S.P.A.,https://www.sibspa.it,controllo_pubblico,SI,redirect,https://www.sibspa.it/amministrazione-trasparente,
02776580025,BIELLA CASALE VERCELLI VALSESIA ACQUE SOCIETA' CONSORTILE        A RESPONSABILITA' LIMITATA SIGLABILE B.C.V. ACQUE S.C.A R.L.,https://bcvacque.it,controllo_pubblico,SI,link_in_homepage,https://bcvacque.it/societa-trasparente/,
97230720159,AZIENDA TRASPORTI MILANESI S.P.A.  IN FORMA ABBREVIATA  A.T.M. S .P.A.,https://www.atm.it,controllo_pubblico,NO,,,
03079781203,BOLOGNA SERVIZI CIMITERIALI S.R.L.,https://www.bolognaservizicimiteriali.it,controllo_pubblico,NO,,,
03513620173,BRESCIA TRASPORTI S.P.A.,https://www.bresciamobilita.it/il-gruppo/brescia-trasporti,controllo_pubblico,NO,,,
02246660985,BRESCIA MOBILITA' S.P.A. - SOCIETA' METROPOLITANA DI MOBILITA'   IN BREVITA' 'BRESCIA MOBILITA' SPA',https://www.bresciamobilita.it,controllo_pubblico,NO,,,
83001860184,C.L.I.R. S.P.A.,https://www.clir.it,controllo_pubblico,NO,,,connessione_rifiutata
05460050726,AZIENDA SERVIZI IGIENE E PUBBLICA UTILITA' S.R.L.,https://www.asipu.it,controllo_pubblico,SI,redirect,https://www.asipu.it/amministrazione-trasparente,
06044201009,BORSA MERCI TELEMATICA ITALIANA S.C.P.A. (BMTI S.C.P.A.),https://www.bmti.it,controllo_pubblico,SI,link_in_homepage,https://bmti.entetrasparente.it/amministrazione_trasparente.php,
02419480187,BRONI-STRADELLA PUBBLICA S.R.L.,https://www.bronistradellapubblica.it,controllo_pubblico,SI,link_in_homepage,https://www.bronistradellapubblica.it/amministrazione-trasparente/,
03379210986,BRESCIA INFRASTRUTTURE S.R.L.,https://www.bresciainfrastrutture.it,controllo_pubblico,SI,link_in_homepage,https://www.bresciainfrastrutture.it/societa-trasparente,
01280290386,C.A.D.F. S.P.A.,https://www.cadf.it,controllo_pubblico,SI,link_in_homepage,http://trasparenza.cadf.it,
83002320154,BRIANZA ENERGIA AMBIENTE S.P.A. (B.E.A. S.P.A.),https://www.beabrianza.it,controllo_pubblico,SI,link_in_homepage,https://www.beabrianza.it/societa-trasparente/,
97425550155,CAMERA ARBITRALE DI MILANO SRL,https://www.camera-arbitrale.it,controllo_pubblico,NO,,,
03262370715,BITRIGAS S.R.L.,https://www.bitrigas.it,controllo_pubblico,SI,link_in_homepage,https://www.bitrigas.it/amministrazione-trasparente/,
06521981214,CAMPANIA BONIFICHE S.R.L.,http://www.campaniabonifiche.org,controllo_pubblico,SI,redirect,http://www.campaniabonifiche.org/amministrazione-trasparente,
80002070805,AZIENDA TRASPORTI PER L'AREA METROPOLITANA SPA IN FORMA ABBREVIATA ATAM SPA,https://www.atam-rc.it,controllo_pubblico,NO,,,
04532710631,C.I.R.A. (CENTRO ITALIANO RICERCHE AEROSPAZIALI) - S.C.P.A.,https://www.cira.it,controllo_pubblico,SI,link_in_homepage,amministrazione trasparente,
13187590156,CAP HOLDING S.P.A.,https://www.gruppocap.it,controllo_pubblico,SI,link_in_homepage,https://www.gruppocap.it/it/il-gruppo/societa-trasparente/cap-holding,
80017620230,CAMVO S.P.A.,https://www.camvo.it,controllo_pubblico,SI,link_in_homepage,https://camvo.portaletrasparenza.net/,
07057850633,CAPRI SERVIZI S.R.L.,https://www.capriservizi.it,controllo_pubblico,SI,link_in_homepage,https://www.trasparenzapa.it/ente/ammintrasparente.aspx?comune=cs,
97050380795,CALABRIA FILM COMMISSION,https://www.calabriafilmcommission.it,controllo_pubblico,SI,link_in_homepage,https://trasparenza.calabriafilmcommission.it/,
00121470900,AZIENDA TRASPORTI PUBBLICI S.P.A.,https://www.atpsassari.it,controllo_pubblico,NO,,,
03096680271,AZIENDA VENEZIANA DELLA MOBILITA' S.P.A.,https://www.avmspa.it,controllo_pubblico,NO,,,
